Page #,Page Name,URL,Page Type,Parent Page,Template,Content Source,Tier / Priority,Primary CTA,Secondary CTA,Section #,Section Name,Section Purpose / Intent,Internal Links From This Section,Notes
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.7,Step 1 form,"Seven fields: name, phone, WhatsApp captured separately, interest type, state, district, target town. Creates the lead immediately and fires acknowledgement before Step 2 renders.",/thank-you/[type],Partial capture is architectural. Turnstile protected. State determines which entity owns the lead.
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.8,Response commitment,"Restates the 24-hour promise at the point of submission, where it does the most work.",—,Underwritten by 4-hour escalation on unclaimed leads.
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.2,Breadcrumb,Path back to the distributor section.,/partners/distributor,—
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.3,Freezer terms,"States how deep freezers are supplied — deposit, loan or purchase. A national competitor already sets this expectation publicly, so silence here reads as evasion.",—,Client-supplied. Capability exists but is currently unstated anywhere.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.4,Delivery frequency,"Commits to a delivery rhythm in writing. A Kerala competitor already publishes a same-day-or-next-day commitment on its trade property, so this is matchable, not novel.",/plant,Client-supplied commitment.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.5,Melt and damage replacement,Answers the question a retailer and distributor both ask and which nobody in the category publishes. A written policy beats an assumed one.,—,Client-supplied. Highest-value block on this page if published.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.6,Onboarding and named contact,"Names who the partner actually talks to, answering the support belief structurally rather than with a promise of handholding.",/contact,Requires a named owner per entity — an operational dependency.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.7,Marketing and local support,States honestly what is offered rather than inventing a programme. Do not contest the incumbent marketing-support claim; commit in writing to what is real.,—,Never invent a marketing programme.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.8,Territory check CTA,Primary conversion.,/partners/distributor/territory,—
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
18,Support & Terms,/partners/distributor/support,Static,/partners/distributor,Custom build,Client operational policy,Tier 2,Check if your territory is open,Download the partner pack,18.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.2,Breadcrumb,Path back to the distributor section.,/partners/distributor,—
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.3,The six stages,"Sets expectations for what happens between enquiry and first order, removing the uncertainty that makes a capital decision feel open-ended.",/plant/visit,"Enquiry, contact, qualification call, plant visit, terms, agreement."
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.4,What we will ask you,"Publishes the qualification criteria in advance, so the second-step fields read as preparation rather than as an audit.",/partners/distributor/territory,Mirrors Step 2 form fields exactly.
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.5,What you should ask us,"Links the checklist resource, which is the most defensible competitive asset available because competitors cannot answer it without changing policy.",/resources/12-questions,—
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.6,Timeline and season,"Names the pre-season stocking window, because intent in this trade compresses into a narrow annual period and a prospect needs to know what he is racing.",—,Anyone signing must be stocked before the demand peak.
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.7,Plant visit CTA,The verification stage made bookable rather than left to chance.,/plant/visit,Third of three plant-visit surfaces.
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.8,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
19,How It Works,/partners/distributor/process,Static,/partners/distributor,Custom build,Manual,Tier 2,Check if your territory is open,Book a plant visit,19.9,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.2,Hero — short and practical,"A retailer decides in a single conversation, so this page is deliberately a fraction of the length of the distributor section. Same brand, different decision cycle.",—,Never give a retailer a distributor-length page.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.3,What you get,"Freezer on deposit, margin per pack, delivery frequency, replacement on melted stock — the four things a shop owner actually asks about.",/partners/distributor/support,Client-supplied terms.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.4,The range for a small cabinet,"Shows which formats suit limited freezer space, so the offer feels sized for him.",/products/carry-homes | /products/novelties,—
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.5,Retailer enquiry form,"Short intake — name, phone, WhatsApp, shop type, town. Routes to the local distributor rather than to head office, protecting existing territory relationships.",/thank-you/[type],"Channel policy: routed to local distributor. Where no distributor exists, the enquiry becomes a territory-gap signal."
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.6,Move up,"Lateral link to the van tier for a retailer with capital and appetite to grow, which is a documented urgency signal in this trade.",/partners/van-route,Load-bearing lateral link — must sit in the same viewport.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.7,Direct contact,Visible partner email and WhatsApp.,/contact,Visible email surface.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.8,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
20,Stock Boogies — Retailer,/partners/retailer,Static,/partners,Form page,Manual + form,Tier 2,Stock Boogies in your shop,WhatsApp us | Find your local distributor,20.9,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.2,Hero — the lower step,"Speaks to the operator with capital but no route infrastructure, who fails the distributor filter and should be routed rather than lost.",/partners,"The most differentiated commercial idea available, pending confirmation."
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.3,What a route is,Explains the model plainly — a van and a round rather than a territory and a godown — for someone who has never run distribution.,—,"Plain language, no trade jargon."
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.4,Earnings picture,"A simple, honest monthly picture in numbers rather than jargon. This archetype is deploying a finite lump sum with no second chance.",/partners/distributor/economics,BLOCKED pending client confirmation that the van line is active and supportable. No fabricated earnings figures — block omitted rather than estimated.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.5,Van and freezer terms,"Boogies already manufactures and sells ice cream and food vans, which is the structural reason this route can exist at all where competitors can only name the category.",/products/trade-supply,Currently listed only on a third-party marketplace and invisible on the site.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.6,The ladder upward,"Shows the graduated path from route to territory, which both widens the funnel and gives the sales team a way to qualify a partner before granting a territory.",/partners/distributor,—
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.7,Van enquiry form,Short intake sized for a first-time operator rather than an established distributor.,/thank-you/[type],Turnstile protected. CRM source = van_route.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.8,Direct contact,Visible partner email and WhatsApp.,/contact,Visible email surface.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
21,Van Route,/partners/van-route,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,See what a van route earns,WhatsApp us | Book a plant visit,21.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.2,Hero — your own outlet,"Gives the franchise proposition a destination. The exclusivity claim has been published on the current site for years with no franchise page, no enquiry route and no economics behind it.",/boogie-woogie,A stated expansion vehicle currently supported by nothing.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.3,What a Boogie Woogie outlet is,Describes the format and the product line so a prospective franchisee can picture the shop and its customer.,/boogie-woogie | /products/boogie-woogie,Real outlet photography where it exists.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.4,The exclusivity advantage,Frames the restriction as the franchisee's protection — this range cannot be bought from the shop next door.,/products/boogie-woogie,—
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.5,Investment and returns,"States what an outlet costs and earns, which is the information affiliate content currently supplies for competitor brands and manufacturers never supply themselves.",/partners/distributor/economics,BLOCKED pending client franchise economics. Omitted rather than estimated.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.6,Support model,"What head office provides — supply, branding, equipment, training.",/partners/distributor/support,Client-supplied.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.7,Franchise enquiry form,"Intake capturing location, investment capacity and timeline, since a franchise decision turns on site as much as on capital.",/thank-you/[type],CRM source = franchise.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.8,Direct contact,Visible partner email and WhatsApp.,/contact,Visible email surface.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
22,Boogie Woogie Franchise,/partners/franchise,Static,/partners,Form page,Manual [economics BLOCKED — pending client confirmation],Tier 2,Enquire about a franchise,WhatsApp us | See the range,22.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.2,"Hero — weddings, parties, caterers",Captures demand the current site actively invites in copy and then routes nowhere. This demand is also precisely the evidence a distributor wants to see.,—,Homepage today promises doorstep delivery of large orders with no capture route.
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.3,Formats for volume,Presents bulk tubs and party packs with quantities and serving guidance so an organiser can size an order without a phone call.,/products/bulk-party-packs,—
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.4,How supply works,"Explains fulfilment honestly — routed through the local distributor or outlet rather than direct, which protects territory relationships.",/find-boogies,Channel policy: bulk fulfilment must not undercut distributors.
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.5,Bulk enquiry form,"Intake capturing event date, quantity, town and delivery need.",/thank-you/[type],CRM source = bulk. Routed to local distributor where one exists.
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.6,Find a Tasty Point,Gives an immediate self-service alternative for a smaller order.,/find-boogies,—
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.7,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
23,Bulk & Events,/partners/bulk-events,Static,/partners,Form page,Manual + form,Tier 3,Enquire about a bulk order,WhatsApp us | Find a Tasty Point,23.8,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.2,Company hero,Answers the solidity belief — that this company will still exist in five years — which is what the gatekeeper doing due diligence has actually come to check.,/plant,Real photography.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.3,"The story, reconciled","Tells the founding history with a date that survives scrutiny. The current site's twelve-year claim sits awkwardly beside a 2017 GST registration, and a prospect performing due diligence will check.",—,[CONFIRM] founding date before any 'since' or 'X years' claim is published. This is a launch blocker for the About narrative.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.4,"Two entities, one brand","Explains the corporate structure and which company a partner in each state contracts with, removing an ambiguity that otherwise surfaces mid-negotiation.",/plant/credentials | /contact,Icehome Foods Private Limited (Kerala); Mountbell Foods Private Limited (Tamil Nadu).
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.5,Leadership,"Names the people who make decisions, supporting the access argument — a partner reaches someone who can decide rather than a regional layer relaying policy.",/contact,Real photography with permission. Client-supplied names and roles.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.6,"Scale, stated honestly",States the real footprint without entering a scale comparison the company cannot win. Every scale comparison is a loss; every verification comparison is a win by default.,/find-boogies | /plant,"Never claim largest, best or fastest-growing. Real figures only; omit rather than estimate."
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.7,Credentials cross-link,Routes the due-diligence visitor to documentation rather than asking him to take the narrative on trust.,/plant/credentials,—
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.8,Direct contact,Visible partner email.,/contact,Visible email surface.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
24,Company,/company,Static,/,Custom build,Manual + client-supplied history,Tier 2,Check if your territory is open,Book a plant visit | See our credentials,24.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.2,Resource hero,Positions the library as trade guidance rather than a brand blog. A competitor's blog sits dormant since 2022; a decorative content layer is worse than none.,/resources/12-questions,Not a blog. No lifestyle content.
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.3,Resource grid,"Lists guides organised by belief-chain stage, so a prospect finds the answer to the question he currently has rather than the most recent post.",/resources/[slug],"Related-content logic groups by belief stage, not recency."
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.4,Featured — the 12 Questions,"Surfaces the flagship asset, which is the most defensible competitive weapon available.",/resources/12-questions,—
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.5,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
25,Resources — Index,/resources,Static index,/,Resource index,CMS Resource collection,Tier 3,Read the 12 Questions,Download the partner pack,25.6,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.2,Breadcrumb,Path back to the resource index.,/resources,—
26,The 12 Questions,/resources/12-questions,Static,/resources,Lead magnet,Manual,Tier 1,Download the partner pack,Check if your territory is open | WhatsApp us,26.3,Hero — the checklist,"Frames the asset as guidance for evaluating any manufacturer, not as a Boogies pitch. That framing is what makes it credible and what makes it rank.",—,Never name a competitor. Use the category as an unnamed benchmark.
